ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición

4177,simple,10242-CAXL400,,CABLE AL MONOPOLAR CAL 400 LS S8000 VIAKON ST61,1,0,visible,"Cable Al Monopolar Cal 400 LS S8000 Viakon ST61
\n
\nConductor monopolar de aluminio calibre 400 MCM con aislamiento LS (baja emisión de humos y libre de halógenos), diseñado para sistemas eléctricos de baja tensión.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable formado por un conductor de aleación de aluminio AA-800.</li>
\n 	<li>Cinta separadora poliéster.</li>
\n 	<li>Con aislamiento termofijo de polietileno de cadena cruzada  (XLPE).</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CAXL400-CABLE-AL-MONOPOLAR-CAL-400-LS-S8000-VIAKON-ST61.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > VIAKON",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CAXL400-CABLE-AL-MONOPOLAR-CAL-400-LS-S8000-VIAKON-ST61-scaled.png,,,,,,,,,0

4179,simple,10242-CAXL2/0,,CABLE AL MONOPOLAR CAL 2/0 LS S8000 VIAKON ST55,1,0,visible,"Cable Al Monopolar CAL 2/0 LS S8000 Viakon ST55
\n
\nConductor monopolar de aluminio calibre 2/0 AWG, con aislamiento LS (libre de halógenos y baja emisión de humos), ideal para instalaciones eléctricas en baja tensión.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable formado por un conductor de aleación de aluminio AA-800.</li>
\n 	<li>Cinta separadora poliéster.</li>
\n 	<li>Con aislamiento termofijo de polietileno de cadena cruzada  (XLPE).</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CAXL2-0-CABLE-AL-MONOPOLAR-CAL-2-0-LS-S8000-VIAKON-ST55.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > VIAKON",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CAXL400-CABLE-AL-MONOPOLAR-CAL-400-LS-S8000-VIAKON-ST61-scaled.png,,,,,,,,,0

4181,simple,10220-BTNE312L1R,,CAJA E INTERIOR PARA CENTRO DE CARGA DE 12 POLOS ZAPATAS PRINCIPALES 125 A 240/120V1F-3H 10 KA,1,0,visible,"Caja E Interior Para Centro De Carga De 12 Polos Zapatas Principales 125 A 240/120 V 1F-3H 10 KA.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nIdeal para nuevos proyectos o renovaciones eléctricas.
\n
\n</div>
\n<div class=""contenedor-botones""></div>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Caja e interior para centro de carga de 12 polos.</li>
\n 	<li>Zapatas principales.</li>
\n 	<li>Corriente Nominal: 125 A</li>
\n 	<li>Tensión: 240/120 V 1F-3H, 10 kA.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTNE312L1R-CAJA-E-INTERIOR-PARA-CENTRO-DE-CARGA-DE-12-POLOS-ZAPATAS-PRINCIPALES-125-A-240120V1F-3H-10-KA-scaled.png,,,,,,,,,0

4183,simple,10220-E2001PTL,,INTERRUPTOR SENCILLO 16AX 127 277V 1 MOD,1,0,visible,"Interruptor Sencillo 16 AX 127 277 V 1 Módulo.
\n
\nSolución versátil y eficiente para el control de iluminación en sistemas eléctricos residenciales, comerciales o industriales.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor Sencillo.</li>
\n 	<li>Corriente nominal: 16 AX.</li>
\n 	<li>Tensión de operación: 127-277 V.</li>
\n 	<li>1 módulo.</li>
\n 	<li>Compatible con placas modulares.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-E2001PTL-INTERRUPTOR-SENCILLO-16AX-127-277V-1-MOD-scaled.png,,,,,,,,,0

4186,simple,10220-BTN120,,INTERRUPTOR TERMOMAGNETICO 1X20 A 120/240 V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnético 1X20 A 120/240 V 10 KA Montaje Enchufable.
\n
\nIdeal para proteger circuitos eléctricos contra sobrecargas y cortocircuitos en aplicaciones residenciales, comerciales e industriales ligeras.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 20 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>1 polo.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN120-INTERRUPTOR-TERMOMAGNETICO-1X20-A-120240-V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4188,simple,10220-BTN220,,INTERRUPTOR TERMOMAGNETICO 2X20 A 120/240 V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnético 2X20 A 120/240 V 10 KA Montaje Enchufable.
\n
\nIdeal para aplicaciones residenciales, comerciales e industriales ligeras que requieren protección en ambas líneas del circuito.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 20 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>2 polos.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN220-INTERRUPTOR-TERMOMAGNETICO-2X20-A-120240-V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4190,simple,10220-BTN230,,INTERRUPTOR TERMOMAGNETICO 2X30 A 120 240V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnético 2X30 A 120/240 V 10 KA Montaje Enchufable.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nIdeal para aplicaciones residenciales, comerciales e industriales ligeras que requieren protección en ambas líneas del circuito.
\n
\n</div>
\n<div class=""contenedor-botones""></div>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 30 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>2 polos.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN230-INTERRUPTOR-TERMOMAGNETICO-2X30-A-120-240V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4193,simple,10220-BTN240,,INTERRUPTOR TERMOMAGNETICO 2X40 A 120 240V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnético 2X40 A 120/240 V 10 KA Montaje Enchufable.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nIdeal para aplicaciones residenciales, comerciales e industriales ligeras que requieren protección en ambas líneas del circuito.
\n
\n</div>
\n<div class=""contenedor-botones""></div>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 40 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>2 polos.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN240-INTERRUPTOR-TERMOMAGNETICO-2X40-A-120-240V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4195,simple,10220-BTN130,,INTERRUPTOR TERMOMAGNETICO 1X30 A 120 240V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnético 1X30 A 120/240 V 10 KA Montaje Enchufable.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nIdeal para proteger circuitos eléctricos contra sobrecargas y cortocircuitos en aplicaciones residenciales, comerciales e industriales ligeras.
\n
\n</div>
\n<div class=""contenedor-botones""></div>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 30 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>1 polo.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN130-INTERRUPTOR-TERMOMAGNETICO-1X30-A-120-240V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4196,simple,10220-BTN115,,INTERRUPTOR TERMOMAGNETICO 1X15 A 120/240 V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnetico 1X15 A 120/240 V 10 KA Montaje Enchufable.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nIdeal para proteger circuitos eléctricos contra sobrecargas y cortocircuitos en aplicaciones residenciales, comerciales e industriales ligeras.
\n
\n</div>
\n<div class=""contenedor-botones""></div>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 15 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>1 polo.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN115-INTERRUPTOR-TERMOMAGNETICO-1X15-A-120240-V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4198,simple,10220-BTN215,,INTERRUPTOR TERMOMAGNETICO 2X15 A 120 240V 10 KA MONTAJE ENCHUFABLE,1,0,visible,"Interruptor Termomagnetico 2X15 A 120/240 V 10 KA Montaje Enchufable.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nIdeal para aplicaciones residenciales, comerciales e industriales ligeras que requieren protección en ambas líneas del circuito.
\n
\n</div>
\n<div class=""contenedor-botones""></div>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Interruptor termomagnético.</li>
\n 	<li>Corriente nominal: 15 A.</li>
\n 	<li>Tensión: 120/240 V.</li>
\n 	<li>Capacidad de interrupción: 10 kA.</li>
\n 	<li>2 polos.</li>
\n 	<li>Montaje enchufable.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BTN215-INTERRUPTOR-TERMOMAGNETICO-2X15-A-120-240V-10-KA-MONTAJE-ENCHUFABLE-scaled.png,,,,,,,,,0

4200,simple,10220-BQAD220TAMX25,,TABLERO ACOMETIDA-DISTRIBUCION INT.PRINCIPAL MEGABREAK LSIG DE 2000A CONEXION A CABLES EN LADO LINEA MEDICION BUS HORIZO,1,0,visible,"Tablero De Acometida Y Distribución Con Interruptor Principal MEGABREAK LSIG De 2000 A.
\n
\nDiseñado para aplicaciones de alta capacidad eléctrica en instalaciones comerciales e industriales.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Tablero de acometida y distribución interior MEGABREAK LSIG 2000A.</li>
\n 	<li>Conexión a cables en lado línea.</li>
\n 	<li>Medición incluida.</li>
\n 	<li>Barraje horizontal.</li>
\n 	<li data-start=""922"" data-end=""952"">Capacidad nominal: 2000 A</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BQAD220TAMX25-TABLERO-ACOMETIDA-DISTRIBUCION-INT.PRINCIPAL-MEGABREAK-LSIG-DE-2000A-CONEXION-A-CABLES-EN-LADO-LINEA-MEDICION-BUS-HORIZO-scaled.png,,,,,,,,,0

4202,simple,10220-BQA220TAM,,TABLERO ACOMETIDA INT. PRINCIPAL MEGABREAK LSIG DE 2000A CONEXION A CABLES EN LADO LINEA Y LADO CARGA MEDICION 600 V 3F-,1,0,visible,"Tablero De Acometida Interruptor Principal MEGABREAK LSIG De 2000 A.
\n<div class=""woocommerce-product-details__short-description"">
\n
\nDiseñado para aplicaciones de alta capacidad eléctrica en instalaciones comerciales e industriales.
\n
\n</div>
\n<div class=""contenedor-botones""></div>
\n&nbsp;","Especificaciones Técnicas:
\n<ul>
\n 	<li>Tablero de acometida interior MEGABREAK LSIG 2000A.</li>
\n 	<li>Conexión a cables en línea y carga.</li>
\n 	<li>Tensión nominal: 600 V.</li>
\n 	<li>Sistema: Trifásico.</li>
\n 	<li>Capacidad nominal: 2000 A.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > BTICINO, MATERIAL ELÉCTRICO / PROYECTOS E INGENIERíA > DISTRIBUCIÓN ELÉCTRICA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10220-BQAD220TAMX25-TABLERO-ACOMETIDA-DISTRIBUCION-INT.PRINCIPAL-MEGABREAK-LSIG-DE-2000A-CONEXION-A-CABLES-EN-LADO-LINEA-MEDICION-BUS-HORIZO-scaled.png,,,,,,,,,0

4203,simple,10225-E90101,,APAGADOR SENCILLO,1,0,visible,"Apagador Sencillo Bl
\n
\nInterruptor sencillo en color blanco, ideal para controlar una luminaria desde un solo punto.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Apagador Sencillo BL.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/E90101-APAGADOR-SENCILLO.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/E90101-APAGADOR-SENCILLO-scaled.png,,,,,,,,,0

4206,simple,10225-E90328,,CONTACTO DUPLEX ECONOMICO 2P T C PLACA ALPHA BLANCA,1,0,visible,"Contacto Duplex Economico 2P T C Placa Alpha Blanca
\n
\nContacto dúplex económico de 2 polos y tierra (2P+T), incluye placa decorativa Alpha en color blanco. Ideal para instalaciones residenciales y comerciales","Especificaciones Técnicas:
\n<ul>
\n 	<li>Contacto Duplex Economico 2P T C Placa Alpha Blanca.</li>
\n</ul>
\n[vcex_button url="" https://grupoascencio.com.mx/wp-content/uploads/2025/07/E90328-CONTACTO-DUPLEX-ECONOMICO-2P-T-C-PLACA-ALPHA-BLANCA.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/E90328-CONTACTO-DUPLEX-ECONOMICO-2P-T-C-PLACA-ALPHA-BLANCA-scaled.png,,,,,,,,,0

4208,simple,,,Tomacorriente Duplex 2PT ICFT Con Protección Infantil 15 A 127 250 V Placa Blanca,-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Sin categorizar,,,,,,,,,,,,0

4209,simple,10225-2328BA,,CONTACTO DUPLEX 2P+T 3 MOD,1,0,visible,"Contacto Duplex 2P+T 3 MOD
\n
\nContacto dúplex de 2 polos y tierra (2P+T), formato de 3 módulos, ideal para placas modulares.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Contacto Duplex 2P+T 3 MOD.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/2328BA-CONTACTO-DUPLEX-2PT-3-MOD.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/2328BA-CONTACTO-DUPLEX-2PT-3-MOD-scaled.png,,,,,,,,,0

4211,simple,10225-11627C,,TIRA FLEXIBLE DE LEDS PARA EXTERIORES IP65 ON IP ECO TRAMO 5MTS 78W LUZ CALIDA 2900K DRIVER NO INCLUIDO PROX 3000K,1,0,visible,"Leds-C4/Tira De Led Para Exterior
\n
\nLa <strong data-start=""181"" data-end=""221"">Tira de LED para exterior de Leds-C4</strong> combina durabilidad, bajo consumo energético y diseño moderno.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Tira Flexible De Leds Para Exteriores IP65 ON IP ECO Tramo 5MTS 78W Luz Cálida 2900k Driver No Incluido Prox 3000K.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/11627C-TIRA-FLEXIBLE-DE-LEDS-PARA-EXTERIORES-IP65-ON-IP-ECO-TRAMO-5MTS-78W-LUZ-CALIDA-2900K-DRIVER-NO-INCLUIDO-PROX-3000K.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/11627C-TIRA-FLEXIBLE-DE-LEDS-PARA-EXTERIORES-IP65-ON-IP-ECO-TRAMO-5MTS-78W-LUZ-CALIDA-2900K-DRIVER-NO-INCLUIDO-PROX-3000K-scaled.png,,,,,,,,,0

4213,simple,10225-N1329NS,,CONTACTO DUPLEX FALLA A TIERRA (GFCI) C/PLACA UNNO NEGRO SOFT MEC,1,0,visible,"Niessen /  Contacto Duplex Fallo Tierra Negro
\n
\nEl <strong data-start=""170"" data-end=""219"">Contacto Dúplex con fallo a tierra de Niessen</strong>, en elegante acabado negro, ofrece máxima protección eléctrica y estilo moderno.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Contacto Duplex Falla A Tierra (GFCI) Cplaca UNNO Negro Soft Mec.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/N1329NS-CONTACTO-DUPLEX-FALLA-A-TIERRA-GFCI-CPLACA-UNNO-NEGRO-SOFT-MEC-1.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/N1329NS-CONTACTO-DUPLEX-FALLA-A-TIERRA-GFCI-CPLACA-UNNO-NEGRO-SOFT-MEC-scaled.png,,,,,,,,,0

4215,simple,10225-N1102BL,,APAGADOR ESCALERA BL,1,0,visible,"Niessen / Apagador Escalera Bl
\n
\nEl <strong data-start=""167"" data-end=""202"">Apagador de escalera Niessen BL</strong> permite encender y apagar la luz desde dos puntos distintos, ideal para escaleras, pasillos o habitaciones amplias.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Apagador Escalera BL.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/N1102BL-APAGADOR-ESCALERA-BL.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/N1102BL-APAGADOR-ESCALERA-BL-scaled.png,,,,,,,,,0

4217,simple,10225-19297,,SPIRAL IP67 15W LED LUZ CALIDA,1,0,visible,"Spiral/Luminaria Empotrar
\n
\nLa <strong data-start=""152"" data-end=""183"">luminaria empotrable Spiral</strong> ofrece una solución moderna y funcional para integrar luz en techos con estilo minimalista. Ideal para hogares, oficinas o espacios comerciales.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Spiral IP67 15W Led Luz Calida.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/19297-SPIRAL-IP67-15W-LED-LUZ-CALIDA-scaled.png,,,,,,,,,0

4219,simple,10225-E913BN1,,PLACA ALPHA 1 VENTANA LEXAN BLANCO,1,0,visible,"Placa ALPHA 1 Ventana Lexan Blanco.
\n
\nLa <strong data-start=""168"" data-end=""219"">Placa ALPHA 1 con ventana Lexan en color blanco</strong> ofrece una solución elegante y resistente para instalaciones eléctricas.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Placa ALPHA 1 Ventana Lexan Blanco.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/E913BN1-PLACA-ALPHA-1-VENTANA-LEXAN-BLANCO.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/E913BN1-PLACA-ALPHA-1-VENTANA-LEXAN-BLANCO-scaled.png,,,,,,,,,0

4221,simple,10225-48402CCT,,VENTILADOR LUGO LED CCT NIQUEL 44PG 5 ASPAS NOGAL,1,0,visible,"Ventilador Lugo LED CCT Niquel 44PG 5 Aspas Nogal
\n
\nEl <strong data-start=""186"" data-end=""213"">ventilador Lugo LED CCT</strong> en acabado <strong data-start=""225"" data-end=""244"">níquel satinado</strong> con <strong data-start=""249"" data-end=""274"" data-is-only-node="""">5 aspas en tono nogal</strong> combina ventilación potente con iluminación LED regulable en temperatura de color (CCT).","Especificaciones Técnicas:
\n<ul>
\n 	<li>Ventilador Lugo LED CCT Niquel 44PG 5 Aspas Nogal.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/48402CCT-VENTILADOR-LUGO-LED-CCT-NIQUEL-44PG-5-ASPAS-NOGAL.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/48402CCT-VENTILADOR-LUGO-LED-CCT-NIQUEL-44PG-5-ASPAS-NOGAL-scaled.png,,,,,,,,,0

4223,simple,10225-E90329,,CONTACTO DUPLEX FALLA A TIERRA GFCI C PLACA ALPHA BLANCA,1,0,visible,"Contacto Duplex Falla A Tierra GFCI C Placa Alpha Blanca
\n
\nEl <strong data-start=""183"" data-end=""239"">Contacto Dúplex GFCI con detección de falla a tierra</strong>, acompañado de <strong data-start=""255"" data-end=""277"">Placa Alpha blanca</strong>, ofrece máxima protección contra descargas eléctricas en zonas húmedas como cocinas y baños.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Contacto Duplex Falla A Tierra GFCI C Placa Alpha Blanca.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/E90329-CONTACTO-DUPLEX-FALLA-A-TIERRA-GFCI-C-PLACA-ALPHA-BLANCA.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/E90329-CONTACTO-DUPLEX-FALLA-A-TIERRA-GFCI-C-PLACA-ALPHA-BLANCA-scaled.png,,,,,,,,,0

4225,simple,10225-N1327BL,,CONTACTO DUPLEX TIERRA AISLADA IG C PLACA UNNO BLANCO MEC NARANJA,1,0,visible,"Contacto Duplex Tierra Aislada IG C Placa Unno Blanco MEC Naranja
\n
\nEl <strong data-start=""216"" data-end=""259"">Contacto Dúplex con tierra aislada (IG)</strong> incluye <strong data-start=""268"" data-end=""292"">placa Unno en blanco</strong> y mecanismo <strong data-start=""305"" data-end=""322"" data-is-only-node="""">color naranja</strong>, ideal para instalaciones críticas que requieren una conexión a tierra independiente, como centros de cómputo, laboratorios o equipos sensibles.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Contacto Duplex Tierra Aislada IG C Placa Unno Blanco MEC Naranja.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/N1327BL-CONTACTO-DUPLEX-TIERRA-AISLADA-IG-C-PLACA-UNNO-BLANCO-MEC-NARANJA.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"MARCAS > ESTEVEZ, PLACAS Y ACCESORIOS",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/N1327BL-CONTACTO-DUPLEX-TIERRA-AISLADA-IG-C-PLACA-UNNO-BLANCO-MEC-NARANJA-scaled.png,,,,,,,,,0
